lnp_id,bioactivity_profile,Bio_InVitro_Log2,Bio_InVivo_Flux,Extracted_raw_expression,Extracted_bio_type,Extracted_numeric_value,Extracted_invitro_log2,Extracted_invivo_value,Extracted_Bio_Ordinal_Class
973,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 3.1E+07 RLU (in vivo i.m.), 1.4E+07 RLU (HeLa), 1.8E+06 RLU (B16F10)",,,"3.1E+07 RLU (in vivo i.m.), 1.4E+07 RLU (HeLa), 1.8E+06 RLU (B16F10)",RLU,31000000.0,,,3.0
974,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 1.9E+07 RLU (in vivo i.m.), 9.9E+06 RLU (HeLa), 1.7E+06 RLU (B16F10)",,,"1.9E+07 RLU (in vivo i.m.), 9.9E+06 RLU (HeLa), 1.7E+06 RLU (B16F10)",RLU,19000000.0,,,3.0
975,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 3.0E+07 RLU (in vivo i.m.), 7.6E+06 RLU (HeLa), 3.8E+05 RLU (B16F10)",,,"3.0E+07 RLU (in vivo i.m.), 7.6E+06 RLU (HeLa), 3.8E+05 RLU (B16F10)",RLU,30000000.0,,,3.0
976,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 2.2E+07 RLU (in vivo i.m.), 1.9E+07 RLU (HeLa), 1.8E+06 RLU (B16F10)",,,"2.2E+07 RLU (in vivo i.m.), 1.9E+07 RLU (HeLa), 1.8E+06 RLU (B16F10)",RLU,22000000.0,,,3.0
977,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 3.2E+06 RLU (in vivo i.m.), 2.0E+07 RLU (HeLa), 3.7E+06 RLU (B16F10)",,,"3.2E+06 RLU (in vivo i.m.), 2.0E+07 RLU (HeLa), 3.7E+06 RLU (B16F10)",RLU,3200000.0,,,2.0
978,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 7.7E+06 RLU (in vivo i.m.), 5.2E+06 RLU (HeLa), 8.6E+05 RLU (B16F10)",,,"7.7E+06 RLU (in vivo i.m.), 5.2E+06 RLU (HeLa), 8.6E+05 RLU (B16F10)",RLU,7700000.0,,,2.0
979,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 9.8E+05 RLU (in vivo i.m.), 1.1E+04 RLU (HeLa), 3.5E+04 RLU (B16F10)",,,"9.8E+05 RLU (in vivo i.m.), 1.1E+04 RLU (HeLa), 3.5E+04 RLU (B16F10)",RLU,980000.0,,,2.0
980,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 3.9E+05 RLU (in vivo i.m.), 3.7E+06 RLU (HeLa), 2.2E+06 RLU (B16F10)",,,"3.9E+05 RLU (in vivo i.m.), 3.7E+06 RLU (HeLa), 2.2E+06 RLU (B16F10)",RLU,390000.0,,,2.0
981,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 5.3E+07 RLU (in vivo i.m.), 6.3E+06 RLU (HeLa), 1.1E+06 RLU (B16F10)",,,"5.3E+07 RLU (in vivo i.m.), 6.3E+06 RLU (HeLa), 1.1E+06 RLU (B16F10)",RLU,53000000.0,,,3.0
982,animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 2.2E+07 RLU (in vivo i.m.),,,2.2E+07 RLU (in vivo i.m.),RLU,22000000.0,,,3.0
983,animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 5.5E+07 RLU (in vivo i.m.),,,5.5E+07 RLU (in vivo i.m.),RLU,55000000.0,,,3.0
984,animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 3.15E+07 RLU (in vivo i.m.),,,3.15E+07 RLU (in vivo i.m.),RLU,31500000.0,,,3.0
985,animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 3.13E+07 RLU (in vivo i.m.),,,3.13E+07 RLU (in vivo i.m.),RLU,31300000.0,,,3.0
986,animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 2.58E+07 RLU (in vivo i.m.),,,2.58E+07 RLU (in vivo i.m.),RLU,25800000.0,,,3.0
987,animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 2.67E+07 RLU (in vivo i.m.),,,2.67E+07 RLU (in vivo i.m.),RLU,26700000.0,,,3.0
988,animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 7.70E+06 RLU (in vivo i.m.),,,7.70E+06 RLU (in vivo i.m.),RLU,7700000.0,,,2.0
989,animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 1.96E+07 RLU (in vivo i.m.),,,1.96E+07 RLU (in vivo i.m.),RLU,19600000.0,,,3.0
990,animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 6.0E+07 RLU (in vivo i.m.),,,6.0E+07 RLU (in vivo i.m.),RLU,60000000.0,,,3.0
991,animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 3.04E+07 RLU (in vivo i.m.),,,3.04E+07 RLU (in vivo i.m.),RLU,30400000.0,,,3.0
992,animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 4.91E+07 RLU (in vivo i.m.),,,4.91E+07 RLU (in vivo i.m.),RLU,49100000.0,,,3.0
993,cell_line: HeLa-derived luciferase expressing cells; animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: 3 mg/kg total siRNA; gene_expression_result: complete silencing at administered dose; biodistribution_result: liver-specific delivery; toxicity_profile: no body-weight loss observed,,,complete silencing at administered dose,qualitative,,,,
994,cell_line: HeLa-derived luciferase expressing cells; animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: 0.25-5 mg/kg total siRNA; gene_expression_result: dose-dependent gene silencing; biodistribution_result: liver-specific delivery; toxicity_profile: no body-weight loss observed,,,dose-dependent gene silencing,qualitative,,,,
995,"cell_line: HeLa-derived luciferase expressing cells; animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: 0.003-6 mg/kg entrapped siRNA; gene_expression_result: >90% silencing at 0.01 mg/kg, two orders-of-magnitude higher potency than LNP01; biodistribution_result: liver-specific delivery; toxicity_profile: no toxicity at 1 mg/kg (ALT: 37.0Â¡Â¾7.8 U/L, AST: 77.7Â¡Â¾25.5 U/L, ALP: 123.3Â¡Â¾25.6 U/L)",,,">90% silencing at 0.01 mg/kg, two orders-of-magnitude higher potency than LNP01",percentage,90.0,,,3.0
996,animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: 0.005-0.2 mg/kg per siRNA (1 mg/kg total siRNA); gene_expression_result: >65% silencing of all five genes at 0.2 mg/kg per siRNA; biodistribution_result: liver-specific delivery; toxicity_profile: no adverse side effects observed,,,>65% silencing of all five genes at 0.2 mg/kg per siRNA,percentage,65.0,,,3.0
997,"animal_model: Cynomolgus monkeys; administration_route: intravenous (cephalic vein); dose: 0.03-0.3 mg/kg siTTR; gene_expression_result: high levels of specific knockdown at all doses, most efficacious knockdown yet reported in primates; biodistribution_result: liver-specific delivery",,,"high levels of specific knockdown at all doses, most efficacious knockdown yet reported in primates",qualitative,,,,3.0
998,cell_line: HeLa-derived luciferase expressing cells; animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: 3 mg/kg total siRNA; gene_expression_result: gene silencing observed; biodistribution_result: liver-specific delivery; toxicity_profile: no body-weight loss observed,,,gene silencing observed,qualitative,,,,
999,cell_line: HeLa-derived luciferase expressing cells; animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: 3 mg/kg total siRNA; gene_expression_result: gene silencing observed; biodistribution_result: liver-specific delivery; toxicity_profile: no body-weight loss observed,,,gene silencing observed,qualitative,,,,
1001,cell_line: HeLa-derived luciferase expressing cells; animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: 3 mg/kg total siRNA; gene_expression_result: gene silencing observed; biodistribution_result: liver-specific delivery; toxicity_profile: no body-weight loss observed,,,gene silencing observed,qualitative,,,,
1004,cell_line: HeLa-derived luciferase expressing cells; animal_model: C57BL/6 mice; administration_route: intravenous (tail vein); dose: 3 mg/kg total siRNA; gene_expression_result: gene silencing observed; biodistribution_result: liver-specific delivery; toxicity_profile: no body-weight loss observed,,,gene silencing observed,qualitative,,,,
1005,"cell_line: HeLa; animal_model: female C57BL/6 mice; administration_route: IV (tail vein injection); dose: 0.75 mg/kg mRNA; gene_expression_result: minimal luciferase expression; biodistribution_result: liver, spleen, kidneys, lungs (similar to other LNPs)",,,minimal luciferase expression,qualitative,,,,1.0
1006,"cell_line: HeLa; animal_model: female C57BL/6 mice; administration_route: IV; dose: 0.75 mg/kg mRNA; gene_expression_result: modest luciferase expression; biodistribution_result: liver, spleen, kidneys, lungs",,,modest luciferase expression,qualitative,,,,
1007,"cell_line: HeLa; animal_model: female C57BL/6 mice; administration_route: IV; dose: 0.75 mg/kg mRNA; gene_expression_result: modest luciferase expression; biodistribution_result: liver, spleen, kidneys, lungs",,,modest luciferase expression,qualitative,,,,
1008,"cell_line: HeLa; animal_model: female C57BL/6 mice; administration_route: IV; dose: 0.75 mg/kg mRNA (dose range tested: 0.25-1.5 mg/kg); gene_expression_result: tenfold more potent than 306O10; ~92% expression in liver; dose-dependent expression; biodistribution_result: liver, spleen, kidneys, lungs; predominantly liver accumulation",,,tenfold more potent than 306O10,qualitative,,,,3.0
1009,"cell_line: HeLa; animal_model: female C57BL/6 mice; administration_route: IV; dose: 0.75 mg/kg mRNA (dose range tested: 0.25-1.5 mg/kg); gene_expression_result: potent luciferase delivery; ~63% spleen and ~34% liver expression; dose-dependent; biodistribution_result: liver, spleen, kidneys, lungs; higher spleen accumulation than 306Oi10",,,potent luciferase delivery,qualitative,,,,3.0
1010,"cell_line: HeLa; animal_model: female C57BL/6 mice; administration_route: IV; dose: 0.75 mg/kg mRNA; gene_expression_result: modest luciferase expression; biodistribution_result: liver, spleen, kidneys, lungs",,,modest luciferase expression,qualitative,,,,
1011,"cell_line: HeLa; animal_model: female C57BL/6 mice; administration_route: IV; dose: 0.75 mg/kg mRNA; gene_expression_result: modest luciferase expression; biodistribution_result: liver, spleen, kidneys, lungs",,,modest luciferase expression,qualitative,,,,
1012,"cell_line: HeLa; animal_model: female C57BL/6 mice; administration_route: IV; dose: 0.75 mg/kg mRNA; gene_expression_result: modest luciferase expression; biodistribution_result: liver, spleen, kidneys, lungs",,,modest luciferase expression,qualitative,,,,
1013,"cell_line: HeLa; animal_model: female C57BL/6 mice; administration_route: IV; dose: 0.75 mg/kg mRNA; gene_expression_result: modest luciferase expression; biodistribution_result: liver, spleen, kidneys, lungs",,,modest luciferase expression,qualitative,,,,
1014,"cell_line: HeLa; animal_model: female C57BL/6 mice; administration_route: IV; dose: 0.75 mg/kg mRNA; gene_expression_result: modest luciferase expression; biodistribution_result: liver, spleen, kidneys, lungs",,,modest luciferase expression,qualitative,,,,
1015,"cell_line: HeLa; animal_model: female C57BL/6 mice; administration_route: IV; dose: 0.75 mg/kg mRNA; gene_expression_result: modest luciferase expression; biodistribution_result: liver, spleen, kidneys, lungs",,,modest luciferase expression,qualitative,,,,
1016,"cell_line: Neuro-2a; animal_model: A/J mice with Neuro-2a neuroblastoma tumors; administration_route: IV (lateral tail vein injection); dose: 200 Â¥Ã¬L containing 2 mg total lipid and 100 Â¥Ã¬g total DNA; gene_expression_result: ~22,000 fg luciferase/50,000 cells at 96h in vitro; ~25 pg luciferase/g tumor at 72h in vivo; biodistribution_result: t1/2 = 1h in plasma; high liver accumulation (~40% injected dose/g at 4h); low tumor accumulation (~2% injected dose/g)",,,"~22,000 fg luciferase/50,000 cells at 96h in vitro",qualitative,,,,
1017,"cell_line: Neuro-2a; animal_model: A/J mice with Neuro-2a neuroblastoma tumors; administration_route: IV (lateral tail vein injection); dose: 200 Â¥Ã¬L containing 2 mg total lipid and 100 Â¥Ã¬g total DNA; gene_expression_result: ~5,000 fg luciferase/50,000 cells at 96h in vitro; ~80 pg luciferase/g tumor at 72h in vivo; biodistribution_result: t1/2 = 6h in plasma; moderate liver accumulation (~25% injected dose/g at 24h); moderate tumor accumulation (~8% injected dose/g)",,,"~5,000 fg luciferase/50,000 cells at 96h in vitro",qualitative,,,,
1018,"cell_line: Neuro-2a; animal_model: A/J mice with Neuro-2a neuroblastoma tumors; administration_route: IV (lateral tail vein injection); dose: 200 Â¥Ã¬L containing 2 mg total lipid and 100 Â¥Ã¬g total DNA; gene_expression_result: ~5,000 fg luciferase/50,000 cells at 96h in vitro; ~120 pg luciferase/g tumor at 72h in vivo; biodistribution_result: t1/2 = 15h in plasma; low liver accumulation (~15% injected dose/g at 24h); high tumor accumulation (~12% injected dose/g)",,,"~5,000 fg luciferase/50,000 cells at 96h in vitro",qualitative,,,,
1019,"cell_line: Neuro-2a; animal_model: A/J mice with Neuro-2a neuroblastoma tumors; administration_route: IV (lateral tail vein injection); dose: 200 Â¥Ã¬L containing 2 mg total lipid and 100 Â¥Ã¬g total DNA; gene_expression_result: ~5,000 fg luciferase/50,000 cells at 96h in vitro; ~130 pg luciferase/g tumor at 72h in vivo; biodistribution_result: t1/2 = 7h in plasma; moderate liver accumulation (~18% injected dose/g at 24h); high tumor accumulation (~11% injected dose/g)",,,"~5,000 fg luciferase/50,000 cells at 96h in vitro",qualitative,,,,
1020,animal_model: BALB/c mice; administration_route: intramuscular (i.m.); dose: 0.1 Â¥Ã¬g RNA; gene_expression_result: SEAP expression measured by serum SEAP concentration,,,SEAP expression measured by serum SEAP concentration,qualitative,,,,
1021,"animal_model: BALB/c mice; administration_route: intramuscular (i.m.), bilateral injection; dose: 1 Â¥Ã¬g RNA; gene_expression_result: Bioluminescence imaging, measurable expression from day 3 to day 63, peak at day 7; biodistribution_result: Localized to injection site (muscle)",,,"Bioluminescence imaging, measurable expression from day 3 to day 63, peak at day 7",qualitative,,,,
1022,"animal_model: BALB/c mice; administration_route: intramuscular (i.m.); dose: 0.1 Â¥Ã¬g RNA (comparative study), 0.01-10 Â¥Ã¬g RNA (dose-response study); gene_expression_result: F-specific IgG GMT of 26,170 (0.1 Â¥Ã¬g dose); cytokine_response: TH1-biased response (IgG2a > IgG1), antigen-specific IFN-Â¥Ã£ producing CD4+ and CD8+ T cells",,,"F-specific IgG GMT of 26,170 (0.1 Â¥Ã¬g dose)",qualitative,,,,2.0
1023,"animal_model: BALB/c mice; administration_route: intramuscular (i.m.); dose: 0.01-10 Â¥Ã¬g RNA; gene_expression_result: Dose-dependent F-specific IgG response, 10 Â¥Ã¬g dose elicited higher titers than VRPs; cytokine_response: TH1-biased response with elevated IgG2a relative to IgG1",,,"Dose-dependent F-specific IgG response, 10 Â¥Ã¬g dose elicited higher titers than VRPs",qualitative,,,,3.0
1024,"animal_model: Cotton rats (Sigmodon hispidis); administration_route: intramuscular (i.m.); dose: 1 Â¥Ã¬g RNA; gene_expression_result: F-specific IgG GMT of 4,355, RSV neutralization GMT of 1,493; cytokine_response: Protective immune response, >1,000-fold reduction in lung viral load after RSV challenge",,,"F-specific IgG GMT of 4,355, RSV neutralization GMT of 1,493",qualitative,,,,2.0
1025,"animal_model: BALB/c mice; administration_route: intramuscular (i.m.), intradermal (i.d.), subcutaneous (s.c.); dose: 1 Â¥Ã¬g RNA; gene_expression_result: Env-specific serum IgG GMT of 107,204 (i.m. route, 2 vaccinations), 14-fold higher than pDNA/EP; biodistribution_result: i.m. route superior to i.d. (10-fold higher) and s.c. routes; cytokine_response: Balanced IgG1/IgG2a response suggesting TH1 phenotype, Env-specific IFN-Â¥Ã£ producing CD4+ and CD8+ T cells at levels similar to or higher than pDNA/EP",,,"Env-specific serum IgG GMT of 107,204 (i.m. route, 2 vaccinations), 14-fold higher than pDNA/EP",fold_change,14.0,,,3.0
1027,cell_line: HeLa cells (firefly and Renilla luciferase); animal_model: Female C57BL/6 mice; administration_route: IV (lateral tail vein injection); dose: 1 mg/kg (EC50); gene_expression_result: >95% Factor VII silencing at 5 mg/kg,,,>95% Factor VII silencing at 5 mg/kg,percentage,95.0,,,3.0
1029,"cell_line: lung epithelial cells (ciliated, club, alveolar type I and II); animal_model: BALB/c mice; administration_route: nebulization (inhalation); dose: 13.5-50 Â¥Ã¬g mRNA per mouse; gene_expression_result: Significant lung luminescence, >28-fold higher than worst performing LNPs; biodistribution_result: broad delivery throughout lung sections, uniform punctate pattern, higher density at periphery; toxicity_profile: well tolerated, only 6 of 547 inflammatory genes significantly increased >2-fold; cytokine_response: minimal inflammatory response compared to LPS control",,,"Significant lung luminescence, >28-fold higher than worst performing LNPs",fold_change,28.0,,,3.0
1030,animal_model: BALB/c mice; administration_route: nebulization; dose: 43 Â¥Ã¬g mRNA per mouse (pooled); gene_expression_result: Failed quality control - not tested in vivo,,,Failed quality control - not tested in vivo,qualitative,,,,
1031,animal_model: BALB/c mice; administration_route: nebulization; dose: 43 Â¥Ã¬g mRNA per mouse (pooled in Group D); gene_expression_result: Moderate lung luminescence as part of Group D,,,Moderate lung luminescence as part of Group D,qualitative,,,,2.0
1032,"animal_model: BALB/c mice; administration_route: nebulization; dose: 43 Â¥Ã¬g mRNA per mouse (pooled in Group E); gene_expression_result: Highest lung luminescence among Groups D, E, F",,,"Highest lung luminescence among Groups D, E, F",qualitative,,,,3.0
1033,animal_model: BALB/c mice; administration_route: nebulization; dose: 15 Â¥Ã¬g mRNA per mouse; gene_expression_result: High delivery efficiency with 25% PEG molarity,,,High delivery efficiency with 25% PEG molarity,percentage,25.0,,,1.0
1034,animal_model: BALB/c mice; administration_route: nebulization; dose: 13.5 Â¥Ã¬g mRNA per mouse; gene_expression_result: High delivery with neutral lipids and low PEG,,,High delivery with neutral lipids and low PEG,qualitative,,,,1.0
1035,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1036,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1037,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1038,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1039,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1040,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1041,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1042,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1043,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1044,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1045,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1046,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1047,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1048,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1049,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1050,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1051,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1052,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1053,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1054,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1055,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1056,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1057,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1058,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1059,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1060,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1061,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1062,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1063,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1064,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1065,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1066,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1067,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1068,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1069,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1070,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1071,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1072,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1073,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1074,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1075,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1076,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1077,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1078,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1079,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1080,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1081,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1082,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1083,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1084,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1085,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1086,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: included in study,,,included in study,qualitative,,,,
1087,animal_model: BALB/c mice; administration_route: nebulization; gene_expression_result: excluded from study,,,excluded from study,qualitative,,,,
1088,cell_line: HeLa; dose: 50-200 ng mRNA; gene_expression_result: baseline (normalized to 1),,,baseline (normalized to 1),qualitative,,,,
1089,cell_line: HeLa; dose: 50-200 ng mRNA; gene_expression_result: ~10-fold improvement compared to cholesterol LNPs,,,~10-fold improvement compared to cholesterol LNPs,fold_change,10.0,,,3.0
1090,cell_line: HeLa; dose: 50-200 ng mRNA; gene_expression_result: ~2-fold improvement compared to cholesterol LNPs,,,~2-fold improvement compared to cholesterol LNPs,fold_change,2.0,,,2.0
1091,cell_line: HeLa; dose: 50-200 ng mRNA; gene_expression_result: ~5-fold improvement compared to cholesterol LNPs,,,~5-fold improvement compared to cholesterol LNPs,fold_change,5.0,,,3.0
1092,cell_line: HeLa; dose: 50-200 ng mRNA; gene_expression_result: ~5-fold improvement compared to cholesterol LNPs,,,~5-fold improvement compared to cholesterol LNPs,fold_change,5.0,,,3.0
